Content,Category,Case_Status,Profit_Center
"Comm100 Bot has joined the chat.
[2022/05/10 09:49:05]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/10 09:49:58]:Visitor:Pre-sales Tech Support
[2022/05/10 09:49:58]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Walid - Comm100 has joined the chat.
[2022/05/10 09:49:59]:Walid - Comm100:Hello 172.58.21.240, How are you doing today? You have contacted Comm100 Technical Support team. What do you need help with? 
[2022/05/10 09:50:22]:Visitor:Trying to figure out what I need for my website page 
[2022/05/10 09:51:08]:Walid - Comm100:Alright 
[2022/05/10 09:51:39]:Walid - Comm100:Let me know if you want to know something
[2022/05/10 09:51:58]:Visitor:What are the prices? Does this work for a godaddy website?
[2022/05/10 09:53:52]:Walid - Comm100:Works for all websites regardless who's hosting it
[2022/05/10 09:54:02]:Walid - Comm100:Please check out our pricing here: https://www.comm100.com/pricing/
[2022/05/10 09:54:26]:Visitor:Okay and when I purchase it gives me a code correct? To put into my website? 
[2022/05/10 09:54:29]:Walid - Comm100:Right
The visitor has left the chat.
The chat is ended.(2022/05/10 09:54:46)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/05/10 09:00:01]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/10 09:00:39]:Visitor:Sales
[2022/05/10 09:00:39]:Comm100 Bot:Nice choice! ❤️

Please feel free to choose one of the options below.
[Book a Meeting]
[Chat with Sales]
[2022/05/10 09:00:47]:Visitor:Chat with Sales
[2022/05/10 09:00:47]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Walid - Comm100 has joined the chat.
[2022/05/10 09:00:48]:Walid - Comm100:Hello 172.58.21.240, How are you doing today? You have contacted Comm100 Technical Support team. What do you need help with? 
[2022/05/10 09:01:19]:Visitor:I'm trying to get Comm100 for my business website not sure where to start 
[2022/05/10 09:02:38]:Visitor:What is the pricing and plug in? 
[2022/05/10 09:07:31]:Visitor:Are you still there? 
The visitor has left the chat.
The chat is ended.(2022/05/10 09:09:17)
",Sales: Live Chat,No response from agent,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/05/10 06:57:42]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/10 06:57:50]:Visitor:Post-sales Tech Support
[2022/05/10 06:57:50]:Comm100 Bot:Thank you for contacting Comm100 Technical Support.My I have your name please?
[2022/05/10 06:58:01]:Visitor:Sharon Johnston
[2022/05/10 06:58:02]:Comm100 Bot:Thank you, Sharon Johnston. Please hold on. Transferring you to our agent. ✈️
Agent Jed - Comm100 has joined the chat.
[2022/05/10 06:58:03]:Jed - Comm100:Hello, thank you for contacting Comm100! How may I help you?
[2022/05/10 06:58:24]:Sharon Johnston:Experiencing chat drops again today
[2022/05/10 06:58:54]:Sharon Johnston:08:52.54
[2022/05/10 07:01:06]:Jed - Comm100:Hi Sharon are the agents getting any error messages on their end before the chats gets dropped?
[2022/05/10 07:01:14]:Jed - Comm100:are they getting logged out of the agent console?
[2022/05/10 07:01:21]:Sharon Johnston:no
[2022/05/10 07:01:38]:Sharon Johnston:I am just looking for our ticket number that was lodged yesterday
[2022/05/10 07:03:17]:Jed - Comm100:no worries, I see it.
[2022/05/10 07:03:25]:Jed - Comm100:I will attach this chat to that ticket
[2022/05/10 07:03:32]:Sharon Johnston:thanks
[2022/05/10 07:03:32]:Jed - Comm100:and I will follow up with our dev team
The chat transcript will be attached to ticket 18800 after the chat ends.
[2022/05/10 07:06:00]:Jed - Comm100:anything else I can help you with today Sharon?
[2022/05/10 07:06:19]:Sharon Johnston:no thanks, just waiting for the next lot of drop outs
[2022/05/10 07:07:05]:Jed - Comm100:okay our team will investigate further and will get back to you soon
[2022/05/10 07:07:13]:Sharon Johnston:thank you
[2022/05/10 07:07:31]:Jed - Comm100:you're welcome and have a nice day Sharon!
[2022/05/10 07:09:25]:Sharon Johnston:Another drop out at 09:08:54
[2022/05/10 07:10:06]:Jed - Comm100:okay thanks and bye for now!
Agent Jed - Comm100 has left the chat.
The chat is ended.(2022/05/10 07:11:49)
",Support: Live Chat,Escalate to R&D,SMB & APAC ENT
"Agent Ammar - Comm100 has joined the chat.
[2022/05/10 05:46:00]:Ammar - Comm100:Hello Mert, thank you for contacting us! How may I help you?
[2022/05/10 05:46:27]:Mert:hello
[2022/05/10 05:46:53]:Mert:There are missing chats in my monitor chats.
[2022/05/10 05:47:08]:Ammar - Comm100:what do you mean missing?
[2022/05/10 05:47:36]:Mert:please give me 1 minute i will sent screenshot
The visitor has sent a file: imgpsh_fullsize_anim (1).png
The visitor has sent a file: imgpsh_fullsize_anim.png
[2022/05/10 05:48:27]:Mert:this happens all the time
[2022/05/10 05:48:48]:Mert:for example
[2022/05/10 05:48:49]:Mert:There are 4 calls but I can see 3 of them.
[2022/05/10 05:49:07]:Ammar - Comm100:can you manually monitor it?
[2022/05/10 05:49:15]:Mert:i can
[2022/05/10 05:50:49]:Mert:Why doesn't it all come automatically?
[2022/05/10 05:51:13]:Ammar - Comm100:it should 
[2022/05/10 05:51:20]:Ammar - Comm100:How often does this happen
[2022/05/10 05:51:49]:Mert:it can happen everyday
[2022/05/10 05:52:12]:Mert:It happens to my other co-workers as well.
[2022/05/10 05:52:58]:Ammar - Comm100:Were you using the webapp or desktop app?
[2022/05/10 05:53:38]:Mert:i dont use comm100 app
[2022/05/10 05:53:44]:Mert:i open with google chrome
[2022/05/10 05:54:05]:Ammar - Comm100:can you test with the app?
[2022/05/10 05:54:55]:Mert:There was no such problem when I used it over the web, is there a solution?
[2022/05/10 05:56:27]:Ammar - Comm100:we haven't had reports of this 
[2022/05/10 05:56:33]:Ammar - Comm100:Can you try using the app?
[2022/05/10 05:57:06]:Mert:i dont want use app
[2022/05/10 05:59:00]:Ammar - Comm100:Can you update your chrome to the latest version?
[2022/05/10 05:59:46]:Mert:ok i try
[2022/05/10 05:59:48]:Mert:thank you
[2022/05/10 05:59:53]:Ammar - Comm100:no problem 
[2022/05/10 05:59:54]:Ammar - Comm100:take care 
The visitor has left the chat.
The chat is ended.(2022/05/10 06:01:58)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/05/10 04:35:57]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/10 04:36:12]:Nadia Allem:Pre-sales Tech Support
[2022/05/10 04:36:12]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Ammar - Comm100 has joined the chat.
[2022/05/10 04:36:13]:Ammar - Comm100:Hello Nadia Allem, thank you for contacting us! How may I help you?
[2022/05/10 04:36:47]:Nadia Allem:Hello, I am testing out the functionality of this product on my site. I need some help customizing the experience. How do I customize it?
[2022/05/10 04:37:16]:Ammar - Comm100:Hello 
[2022/05/10 04:37:22]:Ammar - Comm100:What would you like to customize?
[2022/05/10 04:37:45]:Nadia Allem:the chatbot
[2022/05/10 04:38:40]:Nadia Allem:hello
[2022/05/10 04:38:45]:Ammar - Comm100:hello 
[2022/05/10 04:38:48]:Nadia Allem:the way the chat feature looks on my site
[2022/05/10 04:38:53]:Nadia Allem:and questions it asks
[2022/05/10 04:39:02]:Nadia Allem:how do you customize it?
[2022/05/10 04:39:29]:Ammar - Comm100:Take a look at this https://dash11.comm100.io/kb/100/f9627b0c-6ff8-45c5-bdf5-b627f234d9bf/a/12e23f10-be93-448b-8d6f-abdbf0d71d8d/can-i-customize-my-own-live-chat
The visitor has sent a file: image.png
[2022/05/10 04:39:51]:Nadia Allem:I would prefer a greeting and different colors etc
[2022/05/10 04:39:59]:Nadia Allem:also it doesnt pop up automatically
[2022/05/10 04:40:30]:Ammar - Comm100:Take a look at the URL I sent
[2022/05/10 04:41:18]:Nadia Allem:ok
[2022/05/10 04:43:32]:Nadia Allem:Are you able to make the chat button a logo?
[2022/05/10 04:43:50]:Ammar - Comm100:yes you can, but its only on higher plans 
[2022/05/10 04:44:01]:Ammar - Comm100:What was the name of your company? how many agents did you have?
[2022/05/10 04:58:34]:Ammar - Comm100:still in chat?
[2022/05/10 05:00:50]:Ammar - Comm100:I haven't got any reply from you. It seems that you’re not available at the moment. I am going to leave this chat now. If you have any other questions, please feel free to try us again anytime. Bye for now and have a great day!
Agent Ammar - Comm100 has left the chat.
The chat is ended.(2022/05/10 05:01:10)
",Support: Live Chat,Answered/Solved,SMB & APAC ENT
"Comm100 Bot has joined the chat.
[2022/05/10 03:33:12]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/10 03:33:20]:Sandbox X2 Seedbox:Pre-sales Tech Support
[2022/05/10 03:33:20]:Comm100 Bot:Please hold on. Transferring you to our agent. ✈️
Agent Ammar - Comm100 has joined the chat.
[2022/05/10 03:33:21]:Ammar - Comm100:Hello Sandbox X2 Seedbox, thank you for contacting us! How may I help you?
[2022/05/10 03:33:42]:Sandbox X2 Seedbox:Hi Ammar, It's gamma paysites back. 
[2022/05/10 03:34:39]:Sandbox X2 Seedbox:I didn't see ur last reply, could we try to solve it ? Actually I can't get authenticated via PostMan using the V4 I got that message.
The visitor has sent a file: image.png
[2022/05/10 03:37:37]:Ammar - Comm100:What’s the url when you login? Dash..?
[2022/05/10 03:49:04]:Sandbox X2 Seedbox:mmh wait 
The visitor has sent a file: image.png
[2022/05/10 03:51:09]:Sandbox X2 Seedbox:Its https://dash13.comm100.io/.. but since we are using the Basic Auth we have to use the https://api11.comm100.io according to that doc. 


[2022/05/10 03:51:47]:Ammar - Comm100:That’s an example 
[2022/05/10 03:51:55]:Ammar - Comm100:You need to use api13
[2022/05/10 03:52:08]:Sandbox X2 Seedbox:already try, but I can try again. 
[2022/05/10 03:52:15]:Ammar - Comm100:Make that change and try again 
The visitor has sent a file: image.png
[2022/05/10 03:52:54]:Sandbox X2 Seedbox:same with api13
[2022/05/10 03:53:10]:Ammar - Comm100:Did you login?
[2022/05/10 03:53:38]:Ammar - Comm100:Your site I’d is different…
[2022/05/10 03:53:48]:Ammar - Comm100:80000106
[2022/05/10 03:54:22]:Sandbox X2 Seedbox:oh, let's try with site one.
[2022/05/10 03:54:50]:Sandbox X2 Seedbox:you mean the siteId has changed between V3 and V4 ?
[2022/05/10 03:54:55]:Ammar - Comm100:Your sandbox has a different site id 
[2022/05/10 03:55:12]:Ammar - Comm100:It’s a sandbox
[2022/05/10 03:55:24]:Ammar - Comm100:It’s not your real environment 
[2022/05/10 03:55:46]:Sandbox X2 Seedbox:ok I get it, thanks. Where you see the siteId actually ? 
[2022/05/10 03:56:05]:Ammar - Comm100:It in the url when you login to your account 
[2022/05/10 03:56:22]:Sandbox X2 Seedbox :ok I see. One last things
[2022/05/10 03:56:26]:Ammar - Comm100:Sure
The visitor has sent a file: image.png
[2022/05/10 03:57:31]:Sandbox X2 Seedbox :I assume there is not campaigns already created on the sandbox right ? this why I got that. 
[2022/05/10 03:57:53]:Ammar - Comm100:Yes you need to setup the sandbox 
[2022/05/10 03:58:14]:Sandbox X2 Seedbox :how ? 
[2022/05/10 03:59:00]:Sandbox X2 Seedbox :is there a way to import the campaigns from V3 ? 
[2022/05/10 03:59:02]:Ammar - Comm100:No sorry 
[2022/05/10 03:59:16]:Ammar - Comm100:In the migration it’ll be imported 
[2022/05/10 03:59:23]:Ammar - Comm100:But not in the sandbox 
[2022/05/10 03:59:31]:Sandbox X2 Seedbox :ok get it
[2022/05/10 04:00:00]:Ammar - Comm100:Yeah
[2022/05/10 04:00:10]:Ammar - Comm100:Should be all set now
[2022/05/10 04:01:31]:Sandbox X2 Seedbox:I can't create campaigns on the sandbox ? 
[2022/05/10 04:01:40]:Ammar - Comm100:You can 
[2022/05/10 04:01:47]:Ammar - Comm100:Next to the campaign name 
[2022/05/10 04:01:53]:Ammar - Comm100:Click the arrow
[2022/05/10 04:02:00]:Ammar - Comm100:There you’ll be able to create 
[2022/05/10 04:02:27]:Sandbox X2 Seedbox:Do you think the siteId on the x2 will be different than the one on the current x1 ? 
[2022/05/10 04:02:39]:Ammar - Comm100:In the migration it’ll transfer over 
[2022/05/10 04:04:49]:Ammar - Comm100:80000106
[2022/05/10 04:04:56]:Ammar - Comm100:https://dash11.comm100.io/kb/100/f9627b0c-6ff8-45c5-bdf5-b627f234d9bf/a/cab74866-0d8d-4197-9953-32f297ebabbf/what’s-campaign-and-how-can-i-benefit-from-multiple-campaigns
[2022/05/10 04:11:48]:Sandbox X2 Seedbox:the link is dead but don't worries. 
[2022/05/10 04:12:16]:Ammar - Comm100:Dead? It’s a guide on how to create campaigns 
[2022/05/10 04:12:22]:Ammar - Comm100:It should work 
[2022/05/10 04:16:13]:Sandbox X2 Seedbox:the migration will also keep the same email paysitesdev@seedbox.com  right ? 
[2022/05/10 04:16:27]:Ammar - Comm100:Yes same email 
[2022/05/10 04:21:18]:Sandbox X2 Seedbox:ok 
[2022/05/10 04:21:49]:Sandbox X2 Seedbox:can I copy and post this Client side code and only change the siteId OR shall I copy and past it from the X2 admin page after migration ? 
The visitor has sent a file: image.png
[2022/05/10 04:22:16]:Ammar - Comm100:After the migration 
[2022/05/10 04:23:52]:Sandbox X2 Seedbox:what is the state of that migration ? the re-schedule was approved or not ? 
[2022/05/10 04:24:06]:Ammar - Comm100:No update yet
[2022/05/10 04:24:10]:Ammar - Comm100:Should be okay 
[2022/05/10 04:25:54]:Sandbox X2 Seedbox:I'm wondering if it's better to migrate anyway and fix things step by step because most of the code we have to change will be from the new X2. I can't do much in advance actually...
[2022/05/10 04:26:18]:Ammar - Comm100:It’s up to you really 
[2022/05/10 04:26:29]:Sandbox X2 Seedbox:let me check with my boss. 
[2022/05/10 04:29:17]:Ammar - Comm100:sure 
[2022/05/10 04:44:11]:Ammar - Comm100:Anything else I can help you with?
[2022/05/10 04:45:34]:Sandbox X2 Seedbox:I would like to confirm if we re-schedule or not. Still don't have the reply from my boss. 
[2022/05/10 04:45:57]:Ammar - Comm100:I don't have a confirmation 
[2022/05/10 04:46:05]:Ammar - Comm100:Did you want the reschedule still?
[2022/05/10 04:46:51]:Sandbox X2 Seedbox:give me 3minutes 
[2022/05/10 04:46:57]:Ammar - Comm100:sure 
[2022/05/10 04:58:04]:Ammar - Comm100:any updates?
[2022/05/10 04:59:56]:Sandbox X2 Seedbox:2 minutes more lol
[2022/05/10 04:59:59]:Sandbox X2 Seedbox:sorry for that
[2022/05/10 05:00:14]:Ammar - Comm100:Could you respond by email 
[2022/05/10 05:00:26]:Ammar - Comm100:To the email with Tom and Tony?
[2022/05/10 05:03:16]:Sandbox X2 Seedbox:yes sure thanks - If no email that means the migration will be done tomorrow right > 
[2022/05/10 05:03:18]:Sandbox X2 Seedbox:?
[2022/05/10 05:03:34]:Ammar - Comm100:probably
[2022/05/10 05:03:43]:Ammar - Comm100:You will need to check with your account manager 
[2022/05/10 05:12:18]:Sandbox X2 Seedbox:ok - the code is mandatory to change right ? 
The visitor has sent a file: image.png
[2022/05/10 05:12:25]:Ammar - Comm100:yes '
[2022/05/10 05:16:24]:Ammar - Comm100:anything else I can help you with?
[2022/05/10 05:16:56]:Sandbox X2 Seedbox:thanks Ammar 
[2022/05/10 05:17:04]:Ammar - Comm100:no problem 
[2022/05/10 05:17:05]:Ammar - Comm100:take care 
Agent Ammar - Comm100 has left the chat.
The chat is ended.(2022/05/10 05:17:13)
",Support: Live Chat,Answered/Solved,Vancouver ENT
"Agent Ammar - Comm100 has joined the chat.
[2022/05/10 02:35:35]:Ammar - Comm100:Hello Kartal, thank you for contacting us! How may I help you?
[2022/05/10 02:35:47]:Kartal:hello 
[2022/05/10 02:35:57]:Kartal:I want the payment but o cant 
The visitor has sent a file: image.png
Agent Jed - Comm100 has joined the chat.
Agent Ammar - Comm100 has left the chat.
[2022/05/10 02:37:31]:Jed - Comm100:Hi there please check the credit card number
[2022/05/10 02:37:38]:Jed - Comm100:that is not a valid credit card number
[2022/05/10 02:37:46]:Kartal:ı already check
[2022/05/10 02:38:20]:Jed - Comm100:mastercard starts with a 5 not a 6
[2022/05/10 02:40:25]:Kartal:ok 
[2022/05/10 02:41:59]:Jed - Comm100:is it good now?
The visitor has left the chat.
The chat is ended.(2022/05/10 02:42:56)
",Billing: Payment Failed,Answered/Solved,SMB & APAC ENT
"Agent Ammar - Comm100 has joined the chat.
[2022/05/10 02:20:52]:Ammar - Comm100:Hello Mariam Hasan, thank you for contacting us! How may I help you?
[2022/05/10 02:21:20]:Mariam Hasan:Ammar I am trying to shift one of my agents to our department
[2022/05/10 02:21:24]:Mariam Hasan:I am not sure how to do that
[2022/05/10 02:21:30]:Ammar - Comm100:hello 
[2022/05/10 02:21:59]:Mariam Hasan:hi
[2022/05/10 02:22:13]:Mariam Hasan:I am trying to shift one agent to our department how to do that
[2022/05/10 02:23:03]:Ammar - Comm100:So what you'll want to do is go to your department settings and find the department 
[2022/05/10 02:23:11]:Ammar - Comm100:follow this to get to the department https://portal2.comm100.io/kb/10000/02000000-0000-0000-0000-006f00002710/a/45000000-0000-0000-0000-006900002710/create-new-live-chat-department
[2022/05/10 02:23:51]:Mariam Hasan:I have my department created I just added a new agent and I want him to move to our department
[2022/05/10 02:23:57]:Ammar - Comm100:yes, I just sent that to guide you on how to get to the department 
[2022/05/10 02:24:00]:Ammar - Comm100:Once there
[2022/05/10 02:24:17]:Ammar - Comm100:Find the department you want to add him to 
[2022/05/10 02:24:23]:Ammar - Comm100:click on it and you can add him 
[2022/05/10 02:24:48]:Mariam Hasan:ok lemme try tha
[2022/05/10 02:31:46]:Mariam Hasan:got it
[2022/05/10 02:31:53]:Mariam Hasan:thank you for your help Ammar
[2022/05/10 02:31:55]:Ammar - Comm100:no problem 
[2022/05/10 02:31:59]:Ammar - Comm100:take care
Agent Ammar - Comm100 has left the chat.
The chat is ended.(2022/05/10 02:48:15)
",Support: Live Chat,Answered/Solved,Vancouver ENT
"Agent Ammar - Comm100 has joined the chat.
[2022/05/10 01:39:17]:Ammar - Comm100:Hello A2 Management, thank you for contacting us! How may I help you?
[2022/05/10 01:39:58]:A2 Management:Hi there.  I'm converting our old v3 requests to v4, and I'm trying to understand what the timezone number / string represents in the reportingquery/reports/query call
[2022/05/10 01:40:23]:A2 Management:the examples have -420, or 480, or 720.. is that minutes from UTC ?
[2022/05/10 01:40:30]:A2 Management:it doesn't really say that I can find.
[2022/05/10 01:41:17]:Ammar - Comm100:let me check 
[2022/05/10 01:47:34]:A2 Management:looks like it's minutes from utc.  I set mine to -240 and it seems to be doing the right ranges.  we are typically -5 hrs from UTC, but Daylight Savings time must be pushing us to -4 hrs right now.  I hate Daylight Savings Time
[2022/05/10 01:48:27]:Ammar - Comm100:oh perfect 
[2022/05/10 01:48:34]:Ammar - Comm100:glad you figured it 
[2022/05/10 01:49:04]:A2 Management:Yeah, I had suspicions, but I wanted to make sure.  Ok, thanks
[2022/05/10 01:49:13]:Ammar - Comm100:no problem 
[2022/05/10 01:49:17]:Ammar - Comm100:take care :) 
[2022/05/10 01:49:21]:A2 Management:you too
The visitor has left the chat.
The chat is ended.(2022/05/10 01:51:56)
",Support: Live Chat,Answered/Solved,Vancouver ENT
"Comm100 Bot has joined the chat.
[2022/05/10 01:14:38]:Comm100 Bot:Hey there! 👋Thank you for visiting Comm100, the customer engagement solution that helps increase sales, improve customer satisfaction, build loyalty, and spread happiness. 😄From the topics below, which one are you most interested in getting help with today?
[Sales]
[Pre-sales Tech Support]
[Post-sales Tech Support]
[Partner]
[2022/05/10 01:14:51]:Visitor:Post-sales Tech Support
[2022/05/10 01:14:51]:Comm100 Bot:Thank you for contacting Comm100 Technical Support.My I have your name please?
[2022/05/10 01:15:02]:Visitor:Avanthi Hulugalle
[2022/05/10 01:15:02]:Comm100 Bot:Thank you, Avanthi Hulugalle. Please hold on. Transferring you to our agent. ✈️
Agent Ammar - Comm100 has joined the chat.
[2022/05/10 01:15:04]:Ammar - Comm100:Hello Avanthi Hulugalle, thank you for contacting us! How may I help you?
[2022/05/10 01:15:21]:Avanthi Hulugalle:Out installation codes have been giving our websites some slowness 
[2022/05/10 01:15:31]:Avanthi Hulugalle:were there any updates to Comm100 this weekend?
[2022/05/10 01:15:49]:Ammar - Comm100:Hello 
[2022/05/10 01:15:52]:Ammar - Comm100:There has not 
[2022/05/10 01:18:24]:Ammar - Comm100:we have not any reports of this 
The transcript will be sent to """"ahulugalle@opendr.com"""" after the chat ends.
The visitor has left the chat.
The chat is ended.(2022/05/10 01:24:06)
",Support: Live Chat,Answered/Solved,Vancouver ENT
